Feedback_ID,Category,Feedback_Text
3454,Inquiry,What is the procedure to get a birth certificate reissued?
3455,Inquiry,Where can I apply for a driving license online in my state?
3456,Inquiry,Where can I apply for a driving license online in my state?
3457,Inquiry,What are the eligibility criteria for a government housing scheme?
3458,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3459,Inquiry,Where can I find information about upcoming government tenders?
3460,Inquiry,What documents are required to apply for a ration card?
3461,Inquiry,Where can I find information about upcoming government tenders?
3462,Inquiry,What is the process to change my address on my Aadhaar card?
3463,Inquiry,Where can I register a complaint about poor road conditions?
3464,Inquiry,What is the procedure to get a birth certificate reissued?
3465,Inquiry,How can I check the status of my income tax refund?
3466,Inquiry,What documents are required to apply for a ration card?
3467,Inquiry,How do I register for a new voter ID?
3468,Inquiry,What documents are required to apply for a ration card?
3469,Inquiry,What is the process to change my address on my Aadhaar card?
3470,Inquiry,Where can I register a complaint about poor road conditions?
3471,Inquiry,How can I check the status of my income tax refund?
3472,Inquiry,Where can I register a complaint about poor road conditions?
3473,Inquiry,How do I register for a new voter ID?
3474,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3475,Inquiry,Where can I register a complaint about poor road conditions?
3476,Inquiry,Where can I register a complaint about poor road conditions?
3477,Inquiry,How can I check the status of my income tax refund?
3478,Inquiry,Where can I apply for a driving license online in my state?
3479,Inquiry,What is the process to change my address on my Aadhaar card?
3480,Inquiry,Where can I find information about upcoming government tenders?
3481,Inquiry,What are the eligibility criteria for a government housing scheme?
3482,Inquiry,Where can I register a complaint about poor road conditions?
3483,Inquiry,Where can I register a complaint about poor road conditions?
3484,Inquiry,Where can I find information about upcoming government tenders?
3485,Inquiry,What is the process to change my address on my Aadhaar card?
3486,Inquiry,How do I register for a new voter ID?
3487,Inquiry,What is the procedure to get a birth certificate reissued?
3488,Inquiry,What documents are required to apply for a ration card?
3489,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3490,Inquiry,Where can I register a complaint about poor road conditions?
3491,Inquiry,What documents are required to apply for a ration card?
3492,Inquiry,How do I register for a new voter ID?
3493,Inquiry,What are the eligibility criteria for a government housing scheme?
3494,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3495,Inquiry,Where can I register a complaint about poor road conditions?
3496,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3497,Inquiry,What is the process to change my address on my Aadhaar card?
3498,Inquiry,Where can I find information about upcoming government tenders?
3499,Inquiry,How can I check the status of my income tax refund?
3500,Inquiry,Where can I register a complaint about poor road conditions?
3501,Inquiry,Where can I find information about upcoming government tenders?
3502,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3503,Inquiry,Where can I apply for a driving license online in my state?
3504,Inquiry,Where can I register a complaint about poor road conditions?
3505,Inquiry,What is the procedure to get a birth certificate reissued?
3506,Inquiry,How can I check the status of my income tax refund?
3507,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3508,Inquiry,What documents are required to apply for a ration card?
3509,Inquiry,Where can I register a complaint about poor road conditions?
3510,Inquiry,How can I check the status of my income tax refund?
3511,Inquiry,How do I register for a new voter ID?
3512,Inquiry,Where can I register a complaint about poor road conditions?
3513,Inquiry,Where can I register a complaint about poor road conditions?
3514,Inquiry,What is the process to change my address on my Aadhaar card?
3515,Inquiry,How can I check the status of my income tax refund?
3516,Inquiry,Where can I apply for a driving license online in my state?
3517,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3518,Inquiry,What are the eligibility criteria for a government housing scheme?
3519,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3520,Inquiry,Where can I register a complaint about poor road conditions?
3521,Inquiry,What documents are required to apply for a ration card?
3522,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3523,Inquiry,What are the eligibility criteria for a government housing scheme?
3524,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3525,Inquiry,What documents are required to apply for a ration card?
3526,Inquiry,How do I register for a new voter ID?
3527,Inquiry,What is the procedure to get a birth certificate reissued?
3528,Inquiry,Where can I apply for a driving license online in my state?
3529,Inquiry,What documents are required to apply for a ration card?
3530,Inquiry,What documents are required to apply for a ration card?
3531,Inquiry,What is the process to change my address on my Aadhaar card?
3532,Inquiry,How can I check the status of my income tax refund?
3533,Inquiry,What documents are required to apply for a ration card?
3534,Inquiry,What are the eligibility criteria for a government housing scheme?
3535,Inquiry,How can I check the status of my income tax refund?
3536,Inquiry,What are the eligibility criteria for a government housing scheme?
3537,Inquiry,Where can I find information about upcoming government tenders?
3538,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3539,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3540,Inquiry,How can I avail of the senior citizen benefits offered by the government?
3541,Inquiry,What is the procedure to get a birth certificate reissued?
3542,Inquiry,Where can I apply for a driving license online in my state?
3543,Inquiry,Where can I apply for a driving license online in my state?
3544,Inquiry,How do I register for a new voter ID?
3545,Inquiry,Where can I find information about upcoming government tenders?
3546,Inquiry,What documents are required to apply for a ration card?
3547,Inquiry,How do I register for a new voter ID?
3548,Inquiry,Where can I apply for a driving license online in my state?
